GO_RangeCode,GO_OBSERVER1s,GO_WaterSource,GO_DG_SpecificSource,GO_Date,GO_Time_HHMM,GO_Time_HHMM_End,GO_DatObsTime,GO_SheepUTM_E,GO_SheepUTM_N,GO_DG_Photo#Start,GO_DG_Photo#End,GO_DG_PhotoFolder,KI_Known_ID,KI_DatObsT_ID,KI_Sex,KI_DG_FirstPhotoTime,KI_DG_LastPhotoTime,KI_DG_SheepDrank,KI_DG_FirstPhotoTime2,KI_DG_LastPhotoTime2,KI_DG_SheepDrank2,KI_DG_FirstPhotoTime3,KI_DG_LastPhotoTime3,KI_DG_SheepDrank3,KI_DG_FirstPhotoTime4,KI_DG_LastPhotoTime4,KI_DG_SheepDrank4,GO_GroupSize,GO_NoLambs,GO_NoMaleLambs,GO_NoFemLambs,GO_NoUnkLambs,GO_NoShtYrlgEwe,GO_NoShtYrlgRam,GO_NoShtYrlgUnkwn,GO_TotNoShtYrlg,GO_TotNoEwe,GO_NoYrlgEwe,GO_NoAdltEwe,GO_NoUnkEwe,GO_TotNoRam,GO_NoYrlgRam,GO_NoAdltRam,GO_NoUnkRam,GO_UnkwSexAge,GO_NoCatI,GO_NoCatII,GO_NoCatIII,GO_NoCatIV,GO_NoLamb0,GO_NoLambHalf,GO_NoLambFull,GO_Comments,GO_UnknownYearling,GO_totalYearling,GO_UnknownAdult,GO_TotalAdults,GO_TotalSexUnkn,GO_TotalAgeUnkn,GO_MarkedMale,GO_MarkedFemale,CP_Weight (kg),CP_AgeCategor,CP_AgeYears,CP_BdyLgth_cm,CP_ChstGth_cm,Year,Month,Day
Marb,D_Glass,Ther,Seep,20190619,9:57,,20190619D_Glass09:57,,,TeresaSeep_20190619_095708,TeresaSeep_20190619_095708,1,BHS_1594,20190619D_Glass09:57BHS_1594,,9:50,9:57,Y,,,,,,,,,,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,1,56.5,Adult,7,125,98.9,2019,6,19
Marb,D_Glass,Ther,,20190619,11:38,,20190619D_Glass11:38,,,TeresaSeep_20190619_113816,TeresaSeep_20190619_115504,1,BHS_1594,20190619D_Glass11:38BHS_1594,,11:44,11:47,Y,,,,,,,,,,4,0,0,0,0,0,0,0,0,3,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,4,0,0,0,1,56.5,Adult,7,125,98.9,2019,6,19
Marb,D_Glass,Ther,Seep,20190620,7:40,,20190620D_Glass07:40,,,TeresaSeep_20190620_073620,TeresaSeep_20190620_074525,1,BHS_1366,20190620D_Glass07:40BHS_1366,,7:36,7:45,Y,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Group not comped.,0,0,0,0,0,0,0,1,,Adult,,,,2019,6,20
Marb,D_Glass,Ther,Tank,20190619,5:09,,20190619D_Glass05:09,,,TeresaBossTankFar_20190619_050324,TeresaBossTankFar_20190619_051211,2,BHS_1682,20190619D_Glass05:09BHS_1682,,5:05,5:11,Y,,,,,,,,,,7,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,1,1,2,0,0,0,,0,0,0,7,0,0,1,0,61,Adult,3,140,98.5,2019,6,19
Marb,D_Glass,Ther,Tank,20190619,14:48,,20190619D_Glass14:48,,,TeresaBossTankFar_20190619_144845,TeresaBossTankFar_20190619_145850,1,BHS_1683,20190619D_Glass14:48BHS_1683,,14:55,14:58,Y,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,,0,0,0,2,0,0,1,0,64.6,Adult,3,144,95.5,2019,6,19
Marb,D_Glass,Ther,Tank,20190620,7:53,,20190620D_Glass07:53,,,TeresaBossTankFar_20190620_075335,TeresaBossTankFar_20190620_075922,1,BHS_1366,20190620D_Glass07:53BHS_1366,,7:53,7:59,Y,,,,,,,,,,5,0,0,0,0,0,0,0,0,2,0,2,0,3,0,3,0,0,0,1,0,2,0,0,0,,0,0,0,5,0,0,0,1,,Adult,,,,2019,6,20
Marb,D_Glass,Ther,DrinkerBox,20190619,8:50,,20190619D_Glass08:50,,,Marb_TeresaDrinkerBox_20190619_085010,TeresaDrinkerBox_20190619_092204,1,BHS_1582,20190619D_Glass08:50BHS_1582,,8:50,9:11,Y,,,,,,,,,,13,3,0,0,3,0,0,0,0,8,3,5,0,2,0,2,0,0,0,0,1,1,0,0,3,,0,3,0,7,3,0,1,1,59.2,Adult,5,138,92,2019,6,19
Marb,D_Glass,Ther,DrinkerBox,20190619,8:50,,20190619D_Glass08:50,,,Marb_TeresaDrinkerBox_20190619_085010,TeresaDrinkerBox_20190619_092204,1,BHS_1682,20190619D_Glass08:50BHS_1682,,9:20,9:21,Y,,,,,,,,,,13,3,0,0,3,0,0,0,0,8,3,5,0,2,0,2,0,0,0,0,1,1,0,0,3,,0,3,0,7,3,0,1,1,61,Adult,3,140,98.5,2019,6,19
Marb,D_Glass,Ther,DrinkerBox,20190620,7:54,,20190620D_Glass07:54,,,TeresaDrinkerBox_20190620_075340,TeresaDrinkerBox_20190620_075929,1,BHS_1494,20190620D_Glass07:54BHS_1494,,7:53,7:58,Y,,,,,,,,,,8,1,0,0,1,0,0,0,0,2,0,2,0,5,1,4,0,0,1,1,1,2,0,0,1,,0,1,0,6,1,0,1,0,64.6,Adult,4,145.1,104,2019,6,20
Marb,D_Glass,Ther,DrinkerBox,20190620,7:54,,20190620D_Glass07:54,,,TeresaDrinkerBox_20190620_075340,TeresaDrinkerBox_20190620_075929,1,BHS_1494,20190620D_Glass07:54BHS_1494,,7:53,7:58,Y,,,,,,,,,,8,1,0,0,1,0,0,0,0,2,0,2,0,5,1,4,0,0,1,1,1,2,0,0,1,,0,1,0,6,1,0,1,0,88.4,Adult,6,154,112.5,2019,6,20
Marb,D_Glass,Ther,DrinkerBox,20190620,8:49,,20190620D_Glass08:49,,,TeresaDrinkerBox_20190620_084810,TeresaDrinkerBox_20190620_085513,1,BHS_1365,20190620D_Glass08:49BHS_1365,,8:48,8:51,Y,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Group not comped.,0,0,0,0,0,0,0,1,,Adult,3,,,2019,6,20
Marb,D_Glass,Ther,DrinkerBox,20190620,9:02,,20190620D_Glass09:02,,,TeresaDrinkerBox_20190620_090223,,1,BHS_1361,20190620D_Glass09:02BHS_1361,,9:02,9:02,Y,,,,,,,,,,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,1,,Adult,3,,,2019,6,20
Marb,D_Glass,Ther,DrinkerBox,20190620,10:03,,20190620D_Glass10:03,,,TeresaDrinkerBox_20190620_100351,TeresaDrinkerBox_20190620_101222,2,BHS_1585,20190620D_Glass10:03BHS_1585,,10:04,10:09,Y,,,,,,,,,,6,0,0,0,0,0,0,0,0,5,0,5,0,1,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,6,0,0,0,3,,Adult,5,,,2019,6,20
Marb,D_Glass,Ther,DrinkerBox,20190620,10:03,,20190620D_Glass10:03,,,TeresaDrinkerBox_20190620_100351,TeresaDrinkerBox_20190620_101222,2,BHS_1588,20190620D_Glass10:03BHS_1588,,10:04,10:08,Y,,,,,,,,,,6,0,0,0,0,0,0,0,0,5,0,5,0,1,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,6,0,0,0,3,,Adult,6,,,2019,6,20
Marb,D_Glass,Ther,DrinkerBox,20190620,10:03,,20190620D_Glass10:03,,,TeresaDrinkerBox_20190620_100351,TeresaDrinkerBox_20190620_101222,2,BHS_1584,20190620D_Glass10:03BHS_1584,,10:08,10:11,Y,,,,,,,,,,6,0,0,0,0,0,0,0,0,5,0,5,0,1,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,6,0,0,0,3,,Adult,7,,,2019,6,20
Nopa,D_Glass,ElSi,,20190717,16:58,,20190717D_Glass16:58,,,7170859,7170057,1,BHS_1736,20190717D_Glass16:58BHS_1736,,16:58,17:39,Y,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,1,47.1,Adult,2,118,82.5,2019,7,17
CMPR,D_Glass,Hart,Tank,20190806,10:50,,20190806D_Glass10:50,,,HartMineBossTank_20190806_105016,HartMineBossTank_20190806_110952,1,BHS_1734,20190806D_Glass10:50BHS_1734,,10:50,10:56,Y,,,,,,,,,,9,2,0,0,2,0,0,0,0,5,0,5,0,2,0,2,0,0,0,1,0,1,0,0,2,,0,0,0,7,2,0,0,1,58.6,Adult,6,149.5,96,2019,8,6
CMPR,D_Glass,Hart,Tank,20190806,11:18,,20190806D_Glass11:18,,,HartMineBossTank_20190806_111558,HartMineBossTank_20190806,2,BHS_1728,20190806D_Glass11:18BHS_1728,,11:15,11:18,Y,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,1,0,,Adult,8,,,2019,8,6
CMPR,D_Glass,Hart,Tank,20190807,10:52,,20190807D_Glass10:52,,,HartMineBossTank_20190807_105223,HartMineBossTank_20190807_111721,2,BHS_1733,20190807D_Glass10:52BHS_1733,,10:57,11:02,Y,,,,,,,,,,6,0,0,0,0,0,0,0,0,5,0,5,0,1,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,6,0,0,0,1,77.3,Adult,8,153,109.5,2019,8,7
CMPR,D_Glass,Hart,Tank,20190807,12:05,,20190807D_Glass12:05,,,HartMineBossTank_20190807_120506,HartMineBossTank_20190807_130030,2,BHS_1730,20190807D_Glass12:05BHS_1730,,12:12,12:49,Y,,,,,,,,,,16,3,0,0,3,0,0,0,0,9,1,8,0,4,0,4,0,0,0,2,0,2,0,0,3,,0,1,0,12,3,0,0,2,69,Adult,4,152,101.5,2019,8,7
CMPR,D_Glass,Hart,Tank,20190807,12:05,,20190807D_Glass12:05,,,HartMineBossTank_20190807_120506,HartMineBossTank_20190807_130030,2,BHS_1734,20190807D_Glass12:05BHS_1734,,12:17,12:56,Y,,,,,,,,,,16,3,0,0,3,0,0,0,0,9,1,8,0,4,0,4,0,0,0,2,0,2,0,0,3,,0,1,0,12,3,0,0,2,58.6,Adult,6,149.5,96,2019,8,7
CMPR,D_Glass,Hart,Tank,20190806,11:15,,20190806D_Glass11:15,,,HartMineBossTank_20190806_111558,HartMineBossTank_20190806_111846,2,BHS_1728,20190806D_Glass11:15BHS_1728,,11:15,11:18,Y,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,1,0,,Adult,8,,,2019,8,6
CMPR,D_Glass,Hart,Tank,20190814,11:53,,20190814D_Glass11:53,,,HartMineBossTank_20190814_115356,HartMineBossTank_20190814_125921,10,BHS_1733,20190814D_Glass11:53BHS_1733,,12:27,12:38,Y,,,,,,,,,,12,3,0,0,3,0,0,0,0,7,0,7,0,2,0,2,0,0,0,0,0,2,0,0,3,,0,0,0,9,3,0,0,1,77.3,Adult,8,153,109.5,2019,8,14
Nopa,D_Glass,Nopa,,20190718,10:49,,20190718D_Glass10:49,,,CentralNopahBackView_20190718_104938,CentralNopahBackView_20190718_110505,2,BHS_1740,20190718D_Glass10:49BHS_1740,,10:52,10:54,Y,,,,,,,,,,7,3,0,0,3,0,0,0,0,3,0,3,0,1,0,1,0,0,0,1,0,0,0,0,3,,0,0,0,4,3,0,0,1,,Yearling,1,,,2019,7,18
CMPR,D_Glass,Nopa,,20190718,12:46,,20190718D_Glass12:46,,,CentralNopahBackView_20190718_124634,CentralNopahBackView_20190718_125621,03-Feb,BHS_1741,20190718D_Glass12:46BHS_1741,,12:48,12:51,Y,,,,,,,,,,3,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,3,0,0,0,1,,Adult,7,,,2019,7,18
CMPR,D_Glass,Nopa,,20190722,5:26,,20190722D_Glass05:26,,,CentralNopahBackView_20190722_052606,CentralNopahBackView_20190722_053349,6,BHS_1740,20190722D_Glass05:26BHS_1740,,5:26,5:33,Y,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,2,0,0,0,1,,Yearling,1,,,2019,7,22
Nopa,D_Glass,ElSi,,20190801,19:48,,20190801D_Glass19:48,,,ElSi_20190801_194800,ElSi_20190801_202619,3,BHS_1736,20190801D_Glass19:48BHS_1736,,19:48,20:19,Y,,,,,,,,,,4,1,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,3,1,0,0,1,47.1,Adult,2,118,82.5,2019,8,1
Nopa,D_Glass,ElSi,,20190802,17:04,,20190802D_Glass17:04,,,ElSi_20190802_170430,ElSi_20190802_180509,3,BHS_1736,20190802D_Glass17:04BHS_1736,,17:07,17:21,Y,,,,,,,,,,5,1,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,4,1,0,0,1,47.1,Adult,2,118,82.5,2019,8,2
Nopa,D_Glass,ElSi,,20190805,12:06,,20190805D_Glass12:06,,,ElSi_20190805_120632,ElSi_20190805_124125,6,BHS_1736,20190805D_Glass12:06BHS_1736,,12:10,12:36,Y,,,,,,,,,,4,1,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,3,1,0,0,1,47.1,Adult,2,118,82.5,2019,8,5
Nopa,D_Glass,ElSi,,20190806,8:01,,20190806D_Glass08:01,,,ElSi_20190806_075731,ElSi_20190806_085025,8,BHS_1736,20190806D_Glass08:01BHS_1736,,8:06,8:50,Y,,,,,,,,,,4,0,0,0,0,0,0,0,0,1,0,1,0,3,0,3,0,0,0,0,1,2,0,0,0,,0,0,0,4,0,0,0,1,47.1,Adult,2,118,82.5,2019,8,6
Nopa,D_Glass,Nopa,BackView,20190801,12:11,,20190801D_Glass12:11,,,CentralNopahBackView_20190801_121107,CentralNopahBackView_20190801_123921,4,BHS_1740,20190801D_Glass12:11BHS_1740,,12:11,12:25,Y,,,,,,,,,,6,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,3,3,0,0,1,,Yearling,1,,,2019,8,1
Nopa,D_Glass,Nopa,BackView,20190801,15:20,,20190801D_Glass15:20,,,CentralNopahBackView_20190801_152050,CentralNopahBackView_20190801_155411,05-Apr,BHS_1738,20190801D_Glass15:20BHS_1738,,15:36,15:54,Y,,,,,,,,,,9,4,0,0,4,0,0,0,0,4,0,4,0,1,0,1,0,0,0,0,0,1,0,1,3,,0,0,0,5,4,0,0,1,44.2,Yearling,1,130.5,84.5,2019,8,1
Nopa,D_Glass,Nopa,BackView,20190802,12:59,,20190802D_Glass12:59,,,CentralNopahBackView_20190802_125925,CentralNopahBackView_20190802_132619,6,BHS_1739,20190802D_Glass12:59BHS_1739,,13:09,13:25,Y,,,,,,,,,,6,0,0,0,0,0,0,0,0,2,0,2,0,4,0,4,0,0,0,0,0,4,0,0,0,,0,0,0,6,0,0,1,0,71.8,Adult,4,145,96,2019,8,2
Nopa,D_Glass,Nopa,BackView,20190802,17:12,,20190802D_Glass17:12,,,CentralNopahBackView_20190802_171255,CentralNopahBackView_20190802_172825,7,BHS_1740,20190802D_Glass17:12BHS_1740,,17:25,17:28,Y,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,2,0,0,0,1,,Yearling,1,,,2019,8,2
Nopa,D_Glass,Nopa,BackView,20190803,12:05,12:42,20190803D_Glass12:05,,,CentralNopahBackView_20190803_1205019,CentralNopahBackView_20190803_124220,8,BHS_1740,20190803D_Glass12:05BHS_1740,,12:39,12:42,Y,,,,,,,,,,6,2,0,0,2,0,0,0,0,3,0,3,0,1,0,1,0,0,0,0,0,1,0,0,2,One lamb has a severely bad case of contagious ecthyma.,0,0,0,4,2,0,0,1,,Yearling,1,,,2019,8,3
Nopa,D_Glass,Nopa,BackView,20190804,7:46,,20190804D_Glass07:46,,,CentralNopahBackView_20190804_074611,CentralNopahBackView_20190804_075100,9,BHS_1739,20190804D_Glass07:46BHS_1739,,7:46,7:50,Y,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,,0,0,0,2,0,0,1,0,71.8,Adult,4,145,96,2019,8,4
Nopa,D_Glass,Nopa,BackView,20190804,8:58,,20190804D_Glass08:58,,,CentralNopahBackView_20190804_085805,CentralNopahBackView_20190804_093729,10-Sep,BHS_1740,20190804D_Glass08:58BHS_1740,,9:16,9:22,Y,,,,,,,,,,14,3,1,0,2,0,0,0,0,7,0,7,0,5,1,3,0,0,1,0,1,2,0,0,3,,0,1,0,10,2,0,0,1,,Yearling,1,,,2019,8,4
Nopa,D_Glass,Nopa,BackView,20190804,15:59,,20190804D_Glass15:59,,,CentralNopahBackView_20190804_155918,CentralNopahBackView_20190804_161152,10,BHS_1740,20190804D_Glass15:59BHS_1740,,15:59,16:03,Y,,,,,,,,,,5,1,0,0,1,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,2,0,0,1,,0,0,0,4,1,0,1,1,,Yearling,1,,,2019,8,4
Nopa,D_Glass,Nopa,BackView,20190804,15:59,,20190804D_Glass15:59,,,CentralNopahBackView_20190804_155918,CentralNopahBackView_20190804_161152,10,BHS_1739,20190804D_Glass15:59BHS_1739,,16:07,16:11,Y,,,,,,,,,,5,1,0,0,1,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,2,0,0,1,,0,0,0,4,1,0,1,1,71.8,Adult,4,145,96,2019,8,4
Nopa,D_Glass,Nopa,BackView,20190804,16:11,,20190804D_Glass16:11,,,CentralNopahBackView_20190804_162711,CentralNopahBackView_20190804_163430,10,BHS_1738,20190804D_Glass16:11BHS_1738,,16:29,16:34,Y,,,,,,,,,,5,1,0,0,1,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,2,0,1,0,Pretty sure white ewe has a normal colored lamb.,0,0,0,4,1,0,0,1,44.2,Yearling,1,130.5,84.5,2019,8,4
Nopa,D_Glass,Nopa,SideView,20190805,10:29,,20190805D_Glass10:29,,,CentralNopahSideView_20190805_102925,CentralNopahSideView_20190805_104029,10,BHS_1739,20190805D_Glass10:29BHS_1739,,10:37,10:37,N,,,,,,,,,,5,0,0,0,0,1,0,0,1,4,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,4,0,0,1,0,71.8,Adult,4,145,96,2019,8,5
Nopa,D_Glass,Nopa,SideView,20190806,11:07,,20190806D_Glass11:07,,,CentralNopahSideView_20190806_110748,CentralNopahSideView_20190806_123123,11,BHS_1740,20190806D_Glass11:07BHS_1740,,11:31,11:40,Y,,,,,,,,,,18,4,1,0,3,1,0,0,1,9,0,8,0,6,1,4,0,0,0,0,1,3,0,0,4,,0,1,0,12,3,0,1,1,,Yearling,1,,,2019,8,6
Nopa,D_Glass,Nopa,SideView,20190806,11:07,,20190806D_Glass11:07,,,CentralNopahSideView_20190806_110748,CentralNopahSideView_20190806_123123,11,BHS_1739,20190806D_Glass11:07BHS_1739,,12:01,12:27,Y,,,,,,,,,,18,4,1,0,3,1,0,0,1,9,0,8,0,6,1,4,0,0,0,0,1,3,0,0,4,,0,1,0,12,3,0,1,1,71.8,Adult,4,145,96,2019,8,6
Nopa,D_Glass,Nopa,SideView,20190807,14:05,,20190807D_Glass14:05,,,CentralNopahSideView_20190807_140545,CentralNopahSideView_20190807_143651,11,BHS_1740,20190807D_Glass14:05BHS_1740,,14:20,14:31,Y,,,,,,,,,,9,2,0,0,2,0,0,0,0,5,0,5,0,2,0,2,0,0,0,0,1,1,0,0,2,,0,0,0,7,2,0,0,2,,Yearling,1,,,2019,8,7
Nopa,D_Glass,Nopa,SideView,20190807,14:05,,20190807D_Glass14:05,,,CentralNopahSideView_20190807_140545,CentralNopahSideView_20190807_143651,11,BHS_1738,20190807D_Glass14:05BHS_1738,,14:21,14:25,Y,,,,,,,,,,9,2,0,0,2,0,0,0,0,5,0,5,0,2,0,2,0,0,0,0,1,1,0,0,2,,0,0,0,7,2,0,0,2,44.2,Yearling,1,130.5,84.5,2019,8,7
Marb,D_Glass,Vern,,20190610,10:03,,20190610D_Glass10:03,,,6100535,6100585,6,BHS_1592,20190610D_Glass10:03BHS_1592,,10:05,10:07,Y,,,,,,,,,,6,1,0,1,0,0,0,0,0,4,0,3,0,2,0,2,0,0,0,1,1,0,0,0,1,,0,0,0,5,0,0,1,1,60.5,Adult,5,137.5,103,2019,6,10
Marb,D_Glass,Vern,,20190610,10:03,,20190610D_Glass10:03,,,6100535,6100585,6,BHS_1682,20190610D_Glass10:03BHS_1682,,10:05,10:09,Y,,,,,,,,,,6,1,0,1,0,0,0,0,0,4,0,3,0,2,0,2,0,0,0,1,1,0,0,0,1,,0,0,0,5,0,0,1,1,61,Adult,3,140,98.5,2019,6,10
Marb,D_Glass,Vern,Far,20190610,10:47,,20190610D_Glass10:47,,,6100594,6100632,6,BHS_1576,20190610D_Glass10:47BHS_1576,,10:49,10:51,Y,,,,,,,,,,5,0,0,0,0,0,0,0,0,3,0,3,0,2,1,1,0,0,1,1,0,0,0,0,0,,0,1,0,4,0,0,0,1,58.5,Adult,8,141,97,2019,6,10
Marb,D_Glass,Vern,,20190610,13:22,,20190610D_Glass13:22,,,6100718,6100765,6,BHS_1574,20190610D_Glass13:22BHS_1574,,13:22,13:25,Y,,,,,,,,,,8,2,0,0,2,0,0,0,0,5,1,4,0,1,0,1,0,0,0,1,0,0,0,2,0,,0,1,0,5,2,0,0,2,63.6,Adult,10,146,95.5,2019,6,10
Marb,D_Glass,Vern,,20190610,13:22,,20190610D_Glass13:22,,,6100718,6100765,6,BHS_1575,20190610D_Glass13:22BHS_1575,,13:23,13:28,Y,,,,,,,,,,8,2,0,0,2,0,0,0,0,5,1,4,0,1,0,1,0,0,0,1,0,0,0,2,0,,0,1,0,5,2,0,0,2,67.1,Adult,5,143,99,2019,6,10
